
Twitter.app/Twitter (for architecture armv6):
000e05f0 t -[TwitterEntityUserMention encodeWithCoder:]
000e0318 t -[TwitterEntityUserMention fullName]
000e06ec t -[TwitterEntityUserMention initWithCoder:]
000e0360 t -[TwitterEntityUserMention parseDict:]
000e0400 t -[TwitterEntityUserMention parseEntityJSON:info:]
000e02f4 t -[TwitterEntityUserMention rangeFlavor]
000e083c t -[TwitterEntityUserMention setFullName:]
000e088c t -[TwitterEntityUserMention setUserID:]
000e0864 t -[TwitterEntityUserMention setUsername:]
000e02f8 t -[TwitterEntityUserMention userID]
000e0308 t -[TwitterEntityUserMention username]
00090464 t -[TwitterList account]
00090688 t -[TwitterList assimilateList:]
000905b0 t -[TwitterList compare:]
00090b64 t -[TwitterList dealloc]
00090414 t -[TwitterList description]
00090774 t -[TwitterList encodeWithCoder:]
00090548 t -[TwitterList fullName]
00090668 t -[TwitterList hash]
00090a0c t -[TwitterList initWithCoder:]
000905f0 t -[TwitterList isEqual:]
0009051c t -[TwitterList isPrivate]
00090454 t -[TwitterList listID]
000903d4 t -[TwitterList memberCount]
00090434 t -[TwitterList mode]
00090444 t -[TwitterList name]
00090474 t -[TwitterList setAccount:]
00090cb8 t -[TwitterList setDescription:]
00090c18 t -[TwitterList setListID:]
000903e4 t -[TwitterList setMemberCount:]
00090c68 t -[TwitterList setMode:]
00090c40 t -[TwitterList setName:]
00090c90 t -[TwitterList setSlug:]
00090404 t -[TwitterList setSubscriberCount:]
00090ce0 t -[TwitterList setUser:]
00090424 t -[TwitterList slug]
000904a0 t -[TwitterList stream]
000903f4 t -[TwitterList subscriberCount]
000903c4 t -[TwitterList user]
00090f20 t -[TwitterList(XML) parseListXML:info:]
00098ac0 t -[TwitterListList account]
00098b88 t -[TwitterListList dealloc]
00098ae0 t -[TwitterListList didLoadNextListList:info:]
00098b58 t -[TwitterListList lists]
00098a9c t -[TwitterListList loadNextOnRequester:]
00098bf4 t -[TwitterListList loadNext]
00098ab0 t -[TwitterListList nextCursor]
00098aa0 t -[TwitterListList previousCursor]
00098ad0 t -[TwitterListList setAccount:]
00098cc0 t -[TwitterListList setLists:]
00098c70 t -[TwitterListList setNextCursor:]
00098c98 t -[TwitterListList setPreviousCursor:]
000928ec t -[TwitterListStream _loadBeforeGap:]
000929fc t -[TwitterListStream _loadNewer]
000927dc t -[TwitterListStream _loadOlder]
00092b0c t -[TwitterListStream autosaveName]
000927bc t -[TwitterListStream list]
000927cc t -[TwitterListStream setList:]
00095838 t -[TwitterListUserList dealloc]
00095818 t -[TwitterListUserList list]
00095808 t -[TwitterListUserList nextCursor]
000957f8 t -[TwitterListUserList previousCursor]
00095828 t -[TwitterListUserList setList:]
000958a4 t -[TwitterListUserList setNextCursor:]
000958cc t -[TwitterListUserList setPreviousCursor:]
000958f4 t -[TwitterListUserList setUsers:]
000957e8 t -[TwitterListUserList users]
000b7090 t -[TwitterPadAccountDetailsViewController account]
000b71a8 t -[TwitterPadAccountDetailsViewController dealloc]
000b70fc t -[TwitterPadAccountDetailsViewController loadTableView]
000b70a0 t -[TwitterPadAccountDetailsViewController removeAccount:]
000b71f0 t -[TwitterPadAccountDetailsViewController setAccount:]
00099760 t -[TwitterPadAppDelegate _endStatusBarChange]
0009962c t -[TwitterPadAppDelegate _handleOpenURL:]
00099544 t -[TwitterPadAppDelegate _saveState]
000997dc t -[TwitterPadAppDelegate application:didFinishLaunchingWithOptions:]
000995dc t -[TwitterPadAppDelegate application:willChangeStatusBarOrientation:duration:]
00099670 t -[TwitterPadAppDelegate dealloc]
000994f4 t -[TwitterPadAppDelegate rootViewController]
00099524 t -[TwitterPadAppDelegate rootView]
000994e4 t -[TwitterPadAppDelegate sidebar]
00099504 t -[TwitterPadAppDelegate tapStatusBar:]
000f2e8c t -[TwitterPadAppDelegate(Push) _dmPrompt:]
000b75c4 t -[TwitterPadComposeTextView _prepareForAutoComplete]
000b88cc t -[TwitterPadComposeTextView _selectFromLibrary]
000b78f8 t -[TwitterPadComposeTextView _shutdown]
000b9488 t -[TwitterPadComposeTextView _typeText:]
000b783c t -[TwitterPadComposeTextView _updateAttachments:]
000b76d4 t -[TwitterPadComposeTextView _updateGeotagButton:]
000b74b4 t -[TwitterPadComposeTextView account]
000b73a0 t -[TwitterPadComposeTextView addAnotherAttachment]
000b9808 t -[TwitterPadComposeTextView attachment:]
000b9120 t -[TwitterPadComposeTextView camera:]
000b7280 t -[TwitterPadComposeTextView composeViewController]
000b74d4 t -[TwitterPadComposeTextView composition]
000b793c t -[TwitterPadComposeTextView dealloc]
000b7450 t -[TwitterPadComposeTextView didRemoveAttachment:]
000b7400 t -[TwitterPadComposeTextView didRemoveLastAttachment]
000b727c t -[TwitterPadComposeTextView didSelectPlaceEntity:]
000b72f4 t -[TwitterPadComposeTextView geoEnabled]
000b9a74 t -[TwitterPadComposeTextView geotag:]
000b8680 t -[TwitterPadComposeTextView gpsUpdate:info:]
000b7514 t -[TwitterPadComposeTextView hashtag:]
000b91d8 t -[TwitterPadComposeTextView imagePickerController:didFinishPickingMediaWithInfo:]
000b9c8c t -[TwitterPadComposeTextView initWithFrame:]
000b756c t -[TwitterPadComposeTextView mention:]
000b7468 t -[TwitterPadComposeTextView photoLibrary:]
000b74f4 t -[TwitterPadComposeTextView place:]
000b7328 t -[TwitterPadComposeTextView popoverControllerDidDismissPopover:]
000b7290 t -[TwitterPadComposeTextView setComposeViewController:]
000b72a0 t -[TwitterPadComposeTextView setContentInset:]
000b8a08 t -[TwitterPadComposeTextView setContentSize:]
000b8fdc t -[TwitterPadComposeTextView setGeoEnabled:]
000b76a8 t -[TwitterPadComposeTextView updateButtons]
000b8014 t -[TwitterPadComposeViewController _cancel:]
000b8ed0 t -[TwitterPadComposeViewController _columnViewDidBringOverViewOnScreen]
000b8dc8 t -[TwitterPadComposeViewController _columnViewWillBringOverViewOffScreen]
000b79dc t -[TwitterPadComposeViewController _handleMedia:]
000b81bc t -[TwitterPadComposeViewController _send]
000b7d88 t -[TwitterPadComposeViewController _setCompositionText:]
000b83a0 t -[TwitterPadComposeViewController _updateFromAccountLabelText]
000b8494 t -[TwitterPadComposeViewController accountConfigurationDidChange:]
000b723c t -[TwitterPadComposeViewController account]
000b7f08 t -[TwitterPadComposeViewController actionSheet:clickedButtonAtIndex:]
000b7fc8 t -[TwitterPadComposeViewController askToDismiss]
000b947c t -[TwitterPadComposeViewController autocompleteController:autocompletableRangeForSelection:]
000b7218 t -[TwitterPadComposeViewController autocompleteControllerDidBegin:]
000b7ce4 t -[TwitterPadComposeViewController autocompleteControllerDidEnd:]
000b721c t -[TwitterPadComposeViewController autocompleteController]
000b7fe8 t -[TwitterPadComposeViewController cancel:]
000b722c t -[TwitterPadComposeViewController composition]
000b8414 t -[TwitterPadComposeViewController dealloc]
000b725c t -[TwitterPadComposeViewController delegate]
000b8290 t -[TwitterPadComposeViewController dismissAccountSwitcher:]
000b8208 t -[TwitterPadComposeViewController dismissFirstResponder]
000b96e0 t -[TwitterPadComposeViewController drafts:]
000b7b00 t -[TwitterPadComposeViewController handleMedia:info:]
000b8624 t -[TwitterPadComposeViewController init]
000ba18c t -[TwitterPadComposeViewController loadView]
000b724c t -[TwitterPadComposeViewController nextComp]
000b7cc4 t -[TwitterPadComposeViewController place:]
000b8244 t -[TwitterPadComposeViewController popoverControllerDidDismissPopover:]
000b8300 t -[TwitterPadComposeViewController restoreComposition:]
000b9558 t -[TwitterPadComposeViewController selectAccount:]
000b8184 t -[TwitterPadComposeViewController send:]
000b8504 t -[TwitterPadComposeViewController setAccount:]
000b8ca8 t -[TwitterPadComposeViewController setComposition:]
000b726c t -[TwitterPadComposeViewController setDelegate:]
000b8fb4 t -[TwitterPadComposeViewController setNextComp:]
000b7d4c t -[TwitterPadComposeViewController textView:shouldChangeTextInRange:replacementText:]
000b7dc0 t -[TwitterPadComposeViewController textViewDidChange:]
000b7ee8 t -[TwitterPadComposeViewController textViewDidChangeSelection:]
000b8c70 t -[TwitterPadComposeViewController textViewShouldEndEditing:]
000b8b48 t -[TwitterPadComposeViewController userDidFinishPickingPlace:]
000b7d04 t -[TwitterPadComposeViewController viewWillDisappear:]
000d2fa8 t -[TwitterPadDirectMessageCell activeRangesForTextRenderer:]
000d2fbc t -[TwitterPadDirectMessageCell activeRanges]
000d329c t -[TwitterPadDirectMessageCell bubbleRect]
000d2f88 t -[TwitterPadDirectMessageCell conversationViewController]
000d3670 t -[TwitterPadDirectMessageCell dealloc]
000d38f8 t -[TwitterPadDirectMessageCell drawContentView:]
000d2fec t -[TwitterPadDirectMessageCell drawRight]
000d31ec t -[TwitterPadDirectMessageCell errorButtonTouch:]
000d2f68 t -[TwitterPadDirectMessageCell errorButton]
000d2f78 t -[TwitterPadDirectMessageCell errorCallback]
000d3b20 t -[TwitterPadDirectMessageCell initWithStyle:reuseIdentifier:]
000d2f58 t -[TwitterPadDirectMessageCell message]
000d2f98 t -[TwitterPadDirectMessageCell setConversationViewController:]
000d37c8 t -[TwitterPadDirectMessageCell setErrorCallback:]
000d3040 t -[TwitterPadDirectMessageCell setMessage:]
000d3330 t -[TwitterPadDirectMessageCell textRect]
000d361c t -[TwitterPadDirectMessageCell touchesBegan:withEvent:]
000d3574 t -[TwitterPadDirectMessageCell touchesCancelled:withEvent:]
000d36f4 t -[TwitterPadDirectMessageCell touchesEnded:withEvent:]
000d35c8 t -[TwitterPadDirectMessageCell touchesMoved:withEvent:]
000d302c t -[TwitterPadDirectMessageCell userDidUpdate:]
000d1c2c t -[TwitterPadDirectMessageConversationViewController _isInPopover]
000d2120 t -[TwitterPadDirectMessageConversationViewController _scrollToBottom:]
000d1a98 t -[TwitterPadDirectMessageConversationViewController _scrollToBottomAnimated]
000d233c t -[TwitterPadDirectMessageConversationViewController _updateKeyboardChange:animated:]
000d18e8 t -[TwitterPadDirectMessageConversationViewController account]
000d18f8 t -[TwitterPadDirectMessageConversationViewController actionSheet:clickedButtonAtIndex:]
000d1ab0 t -[TwitterPadDirectMessageConversationViewController cancel:]
000d1bd8 t -[TwitterPadDirectMessageConversationViewController conversationDidUpdate:]
000d18d8 t -[TwitterPadDirectMessageConversationViewController conversation]
000d1c0c t -[TwitterPadDirectMessageConversationViewController currentComposition]
000d1e2c t -[TwitterPadDirectMessageConversationViewController dealloc]
000d18a4 t -[TwitterPadDirectMessageConversationViewController didRotateFromInterfaceOrientation:]
000d1eb0 t -[TwitterPadDirectMessageConversationViewController errorButtonTouch:]
000d1a48 t -[TwitterPadDirectMessageConversationViewController keyboardHide:]
000d2008 t -[TwitterPadDirectMessageConversationViewController keyboardShow:]
000d29bc t -[TwitterPadDirectMessageConversationViewController loadView]
000d1aec t -[TwitterPadDirectMessageConversationViewController send:]
000d22ec t -[TwitterPadDirectMessageConversationViewController setAccount:]
000d2314 t -[TwitterPadDirectMessageConversationViewController setConversation:]
000d18c8 t -[TwitterPadDirectMessageConversationViewController setStartReplyImmediately:]
000d18b8 t -[TwitterPadDirectMessageConversationViewController startReplyImmediately]
000d2228 t -[TwitterPadDirectMessageConversationViewController tableView:cellForRowAtIndexPath:]
000d19bc t -[TwitterPadDirectMessageConversationViewController tableView:didSelectRowAtIndexPath:]
000d19d8 t -[TwitterPadDirectMessageConversationViewController tableView:heightForRowAtIndexPath:]
000d198c t -[TwitterPadDirectMessageConversationViewController tableView:numberOfRowsInSection:]
000d1b6c t -[TwitterPadDirectMessageConversationViewController textViewDidChange:]
000d1d6c t -[TwitterPadDirectMessageConversationViewController viewDidLoad]
000d1c48 t -[TwitterPadDirectMessageConversationViewController viewWillAppear:]
000d1888 t -[TwitterPadDirectMessageConversationViewController willRotateToInterfaceOrientation:duration:]
000cefe0 t -[TwitterPadListViewController dealloc]
000cef44 t -[TwitterPadListViewController list]
000cf03c t -[TwitterPadListViewController setList:]
000cef40 t -[TwitterPadListViewController showFilterBar]
000cef54 t -[TwitterPadListViewController statusStream]
000ced20 t -[TwitterPadListsViewController _setupMainSection]
000ceadc t -[TwitterPadListsViewController account]
000cead8 t -[TwitterPadListsViewController automaticallyDeselect]
000cecb0 t -[TwitterPadListsViewController dealloc]
000cee98 t -[TwitterPadListsViewController listsDidUpdate:]
000cebb4 t -[TwitterPadListsViewController lists]
000ceb80 t -[TwitterPadListsViewController loadTableView]
000ceaec t -[TwitterPadListsViewController selectList:]
000cef18 t -[TwitterPadListsViewController setAccount:]
000cead4 t -[TwitterPadListsViewController tableViewStyle]
000cebd4 t -[TwitterPadListsViewController viewDidLoad]
000db5d8 t -[TwitterPadLoggedOutViewController addTopSectionTo:]
000db554 t -[TwitterPadLoggedOutViewController loggedOutMode]
000db598 t -[TwitterPadLoggedOutViewController signIn:]
000db558 t -[TwitterPadLoggedOutViewController signUp:]
000bb4a8 t -[TwitterPadMentionsViewController statusStream]
000bb4cc t -[TwitterPadMentionsViewController viewDidLoad]
000bb484 t -[TwitterPadMentionsViewController viewedMostRecent:]
000bb6d4 t -[TwitterPadMessagesViewController ab_didPopDetails]
000bb738 t -[TwitterPadMessagesViewController viewDidLoad]
000bb558 t -[TwitterPadMoreViewController account]
000bb664 t -[TwitterPadMoreViewController dealloc]
000bb568 t -[TwitterPadMoreViewController loadTableView]
000bb6ac t -[TwitterPadMoreViewController setAccount:]
000bb5d8 t -[TwitterPadMoreViewController viewDidLoad]
000dc254 t -[TwitterPadPinchTopFlapView drawRect:]
000cf084 t -[TwitterPadPlaceViewController loadView]
000cf074 t -[TwitterPadPlaceViewController place]
000cf064 t -[TwitterPadPlaceViewController point]
000cf1bc t -[TwitterPadPlaceViewController setPlace:]
000cf1e4 t -[TwitterPadPlaceViewController setPoint:]
000c5e14 t -[TwitterPadReplyChainViewController baseStatus]
000c5e10 t -[TwitterPadReplyChainViewController canPullToRefresh]
000c5eb0 t -[TwitterPadReplyChainViewController dealloc]
000c5f0c t -[TwitterPadReplyChainViewController setBaseStatus:]
000c5e24 t -[TwitterPadReplyChainViewController statusStream]
000dbd74 t -[TwitterPadSULCategoryCell dealloc]
000dc11c t -[TwitterPadSULCategoryCell drawContentView:]
000dbdbc t -[TwitterPadSULCategoryCell initWithStyle:reuseIdentifier:]
000dbcd0 t -[TwitterPadSULCategoryCell list]
000dbe50 t -[TwitterPadSULCategoryCell setList:]
000bbc8c t -[TwitterPadSearchResultsViewController _noteSavedSearchesDidChange]
000bbba8 t -[TwitterPadSearchResultsViewController _updateSaveSearchButton]
000bbd4c t -[TwitterPadSearchResultsViewController actionSheet:clickedButtonAtIndex:]
000bbeb4 t -[TwitterPadSearchResultsViewController dealloc]
000bbcf4 t -[TwitterPadSearchResultsViewController isHashtag]
000bbc58 t -[TwitterPadSearchResultsViewController isSavedSearch]
000bba00 t -[TwitterPadSearchResultsViewController saveSearch:]
000bb874 t -[TwitterPadSearchResultsViewController search]
000bbefc t -[TwitterPadSearchResultsViewController setSearch:]
000bb870 t -[TwitterPadSearchResultsViewController showToolbar]
000bbd2c t -[TwitterPadSearchResultsViewController statusStream]
000bb8b0 t -[TwitterPadSearchResultsViewController toolbarView]
000bbe4c t -[TwitterPadSearchResultsViewController viewDidLoad]
000bb86c t -[TwitterPadSearchResultsViewController viewedMostRecent:]
000becd4 t -[TwitterPadSearchesViewController _addTopTweets]
000bc2c4 t -[TwitterPadSearchesViewController _addTrends]
000bc0d0 t -[TwitterPadSearchesViewController ab_didPopDetails]
000bc00c t -[TwitterPadSearchesViewController account]
000bc3b0 t -[TwitterPadSearchesViewController addTopSectionTo:]
000bcc58 t -[TwitterPadSearchesViewController dealloc]
000becb8 t -[TwitterPadSearchesViewController goToPromotedTOSViaTrend:]
000bea1c t -[TwitterPadSearchesViewController gotoUser:]
000beb20 t -[TwitterPadSearchesViewController gotoUsername:]
000bc0f4 t -[TwitterPadSearchesViewController loadRowView]
000bc004 t -[TwitterPadSearchesViewController loggedOutMode]
000beb98 t -[TwitterPadSearchesViewController rowView:didSelectChildRow:]
000beb48 t -[TwitterPadSearchesViewController searchFor:]
000bea40 t -[TwitterPadSearchesViewController searchNearby:coordinates:]
000bc058 t -[TwitterPadSearchesViewController searchRowViewDidBegin:]
000bc01c t -[TwitterPadSearchesViewController searchRowViewDidCancel:]
000be12c t -[TwitterPadSearchesViewController setAccount:]
000bc090 t -[TwitterPadSearchesViewController topTweetsDidUpdate:]
000beb70 t -[TwitterPadSearchesViewController topTweetsRailView:selectedTweet:]
000bc008 t -[TwitterPadSearchesViewController topTweetsRailViewShowAllTopTweets:]
000bcbb8 t -[TwitterPadSearchesViewController viewWillAppear:]
000b5f34 t -[TwitterPadSidebarAccountCell accountDidUpdate:]
000b5f20 t -[TwitterPadSidebarAccountCell accountUserDidUpdate:]
000b6d64 t -[TwitterPadSidebarAccountCell drawContentView:]
000b5eec t -[TwitterPadSidebarAccountCell isFirst]
000b5e88 t -[TwitterPadSidebarAccountCell isLast]
000b5ffc t -[TwitterPadSidebarAccountCell setAccount:]
000b5c30 t -[TwitterPadSidebarCell account]
000b611c t -[TwitterPadSidebarCell associatedAccountIsSelected]
000b6154 t -[TwitterPadSidebarCell dealloc]
000b5c10 t -[TwitterPadSidebarCell delegate]
000b62f8 t -[TwitterPadSidebarCell drawContentView:]
000b61c4 t -[TwitterPadSidebarCell initWithStyle:reuseIdentifier:]
